MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,USERNAME,UDATE,UTIME,TCODE,LANGU
M1,BELEG,M1V1052028P51,101535,Roy Ortego,2020-11-09,00:22:05,123,E
M1,BELEG,M1V1052019P28,101542,Emmie Schuldt,2020-11-16,10:34:04,123,E
M1,BELEG,M1V322576P51,101550,Roy Ortego,2020-09-10,22:56:13,123,E
M1,BELEG,M1V1052030P12,101557,Roy Ortego,2020-11-03,15:37:03,123,E
M1,BELEG,M1V1052030P3,101564,Roy Ortego,2020-10-31,11:19:10,123,E
M1,BELEG,M1V322576P36,101571,Roy Ortego,2020-09-04,16:17:41,123,E
M1,BELEG,M1V1052093P28,101578,Roy Ortego,2020-11-16,08:13:52,123,E
M1,BELEG,M1V322591P3,101586,Roy Ortego,2020-09-07,11:24:16,123,E
M1,BELEG,M1V322591P12,101594,Roy Ortego,2020-09-12,17:50:20,123,E
M1,BELEG,M1V322588P12,101601,Roy Ortego,2020-10-20,04:35:53,123,E
M1,BELEG,M1V1052096P80,101608,Suellen Noecker,2021-01-09,03:02:23,123,E
M1,BELEG,M1V1052096P51,101615,Roy Ortego,2021-01-08,04:28:03,123,E
M1,BELEG,M1V1051593P60,101622,Roy Ortego,2020-11-11,03:46:21,123,E
M1,BELEG,M1V1051593P51,101629,Roy Ortego,2020-12-02,02:51:58,123,E
M1,BELEG,M1V1051606P70,101636,Roy Ortego,2020-11-08,11:38:37,123,E
M1,BELEG,M1V1051606P51,101643,Roy Ortego,2020-11-17,03:54:58,123,E
M1,BELEG,M1V1051604P36,101651,Kenia Romine,2020-11-04,04:26:50,123,E
M1,BELEG,M1V1051601P12,101658,Roy Ortego,2020-11-03,15:52:31,123,E
M1,BELEG,M1V1051601P3,101665,Kenia Romine,2020-11-03,03:53:18,123,E
M1,BELEG,M1V322481P110,101673,BATCH_JOB,2020-09-25,08:02:36,123,E
M1,BELEG,M1V1051568P12,101680,Suellen Noecker,2020-10-31,15:17:43,123,E
M1,BELEG,M1V1051568P3,101687,Roy Ortego,2020-11-07,20:43:09,123,E
M1,BELEG,M1V1051583P110,101694,Roy Ortego,2020-11-04,13:26:30,123,E
M1,BELEG,M1V1051583P100,101701,Roy Ortego,2020-11-12,21:45:47,123,E
M1,BELEG,M1V1051583P70,101708,Roy Ortego,2020-11-06,23:30:21,123,E
M1,BELEG,M1V1051651P70,101715,Roy Ortego,2020-11-15,01:53:03,123,E
M1,BELEG,M1V322494P12,101723,Roy Ortego,2020-09-09,06:09:35,123,E
M1,BELEG,M1V1051651P60,101730,Suellen Noecker,2020-11-21,06:28:23,123,E
M1,BELEG,M1V1051651P51,101737,Roy Ortego,2020-11-07,01:48:22,123,E
M1,BELEG,M1V1051644P60,101744,Roy Ortego,2020-11-04,09:37:43,123,E
M1,BELEG,M1V1051644P51,101751,Suellen Noecker,2020-11-11,04:44:41,123,E
M1,BELEG,M1V322488P3,101759,Roy Ortego,2020-10-05,00:10:50,123,E
M1,BELEG,M1V1051636P51,101766,Kenia Romine,2020-11-06,21:21:22,123,E
M1,BELEG,M1V1055985P70,101773,Roy Ortego,2020-12-03,18:24:52,123,E
M1,BELEG,M1V1055985P60,101780,Emmie Schuldt,2020-11-26,14:47:21,123,E
M1,BELEG,M1V1055985P51,101787,Roy Ortego,2020-11-27,06:40:47,123,E
M1,BELEG,M1V1055981P70,101794,Roy Ortego,2020-11-27,03:11:13,123,E
M1,BELEG,M1V1055981P60,101801,Roy Ortego,2020-11-25,20:35:38,123,E
M1,BELEG,M1V1055997P60,101808,Kenia Romine,2020-11-25,04:26:47,123,E
M1,BELEG,M1V1055970P90,101815,Roy Ortego,2020-11-29,11:34:27,123,E
M1,BELEG,M1V1055970P80,101822,Roy Ortego,2020-11-29,05:09:52,123,E
M1,BELEG,M1V1055970P70,101829,Roy Ortego,2020-11-27,07:00:35,123,E
M1,BELEG,M1V1055964P110,101837,Roy Ortego,2020-11-17,01:00:15,123,E
M1,BELEG,M1V1055964P100,101844,Roy Ortego,2020-11-24,06:18:42,123,E
M1,BELEG,M1V1055964P80,101851,Karri Ptacek,2020-11-20,14:32:27,123,E
M1,BELEG,M1V1055964P160,101859,Roy Ortego,2020-11-29,05:46:38,123,E
M1,BELEG,M1V1056027P51,101872,Roy Ortego,2020-11-25,02:15:46,123,E
M1,BELEG,M1V1056026P100,101879,Roy Ortego,2020-11-16,00:11:42,123,E
M1,BELEG,M1V1056026P90,101886,Roy Ortego,2020-11-17,19:42:20,123,E
M1,BELEG,M1V1056026P80,101893,Suellen Noecker,2020-11-16,15:08:31,123,E
M1,BELEG,M1V1056026P70,101900,Roy Ortego,2020-11-16,21:29:46,123,E
M1,BELEG,M1V1056028P51,101907,Roy Ortego,2020-12-02,05:16:40,123,E
M1,BELEG,M1V1056027P60,101914,Karri Ptacek,2020-11-19,12:26:11,123,E
M1,BELEG,M1V1056018P80,101922,Roy Ortego,2020-12-02,08:35:10,123,E
M1,BELEG,M1V323402P3,101930,Roy Ortego,2020-09-29,22:41:04,123,E
M1,BELEG,M1V323404P12,101937,Roy Ortego,2020-10-13,13:51:38,123,E
M1,BELEG,M1V323397P44,101945,Roy Ortego,2020-09-18,16:45:54,123,E
M1,BELEG,M1V1056013P80,101952,Roy Ortego,2020-11-15,12:34:00,123,E
M1,BELEG,M1V1056013P51,101959,Roy Ortego,2020-11-21,11:27:26,123,E
M1,BELEG,M1V1056009P28,101966,Roy Ortego,2020-11-20,13:08:43,123,E
M1,BELEG,M1V1056011P100,101973,Roy Ortego,2020-11-20,07:10:40,123,E
M1,BELEG,M1V1056011P60,101980,Roy Ortego,2020-11-16,18:02:48,123,E
M1,BELEG,M1V1055487P12,101988,Roy Ortego,2020-11-24,05:49:08,123,E
M1,BELEG,M1V1055487P3,101996,Roy Ortego,2020-11-18,23:50:44,123,E
M1,BELEG,M1V1055488P80,102003,Roy Ortego,2020-11-27,19:11:07,123,E
M1,BELEG,M1V1055499P140,102010,Kenia Romine,2020-11-18,14:04:03,123,E
M1,BELEG,M1V1055499P130,102017,Roy Ortego,2020-11-21,10:16:35,123,E
M1,BELEG,M1V1055499P120,102024,Suellen Noecker,2020-11-22,06:05:18,123,E
M1,BELEG,M1V1055499P80,102031,Roy Ortego,2020-11-21,04:47:14,123,E
M1,BELEG,M1V1055499P51,102038,Roy Ortego,2020-11-23,13:02:00,123,E
M1,BELEG,M1V1055495P80,102045,Roy Ortego,2020-11-20,09:22:42,123,E
M1,BELEG,M1V1055495P70,102052,Kenia Romine,2020-12-01,07:48:53,123,E
M1,BELEG,M1V323298P28,102059,Roy Ortego,2020-10-19,19:35:21,123,E
M1,BELEG,M1V323298P18,102066,Suellen Noecker,2020-10-08,14:53:52,123,E
M1,BELEG,M1V323294P90,102074,Roy Ortego,2020-10-03,08:57:18,123,E
M1,BELEG,M1V1055483P12,102082,Kenia Romine,2020-11-28,20:00:40,123,E
M1,BELEG,M1V1055483P3,102090,Roy Ortego,2020-11-25,17:21:12,123,E
M1,BELEG,M1V323294P120,102097,Roy Ortego,2020-10-06,06:18:07,123,E
M1,BELEG,M1V1055470P51,102104,Roy Ortego,2020-11-20,02:29:03,123,E
M1,BELEG,M1V323294P80,102112,Roy Ortego,2020-10-02,13:44:32,123,E
M1,BELEG,M1V323312P51,102120,Roy Ortego,2020-09-24,12:32:38,123,E
M1,BELEG,M1V323312P60,102128,Roy Ortego,2020-09-22,07:36:08,123,E
M1,BELEG,M1V5659P1427,102136,Roy Ortego,2020-11-22,16:21:03,123,E
M1,BELEG,M1V1055510P51,102143,Roy Ortego,2020-11-25,05:21:30,123,E
M1,BELEG,M1V1056555P90,102150,Roy Ortego,2020-11-22,14:23:53,123,E
M1,BELEG,M1V1056555P80,102157,Suellen Noecker,2020-11-27,21:26:37,123,E
M1,BELEG,M1V323499P1427,102165,Roy Ortego,2020-10-05,14:01:39,123,E
M1,BELEG,M1V323499P865,102173,Roy Ortego,2020-10-01,13:39:07,123,E
M1,BELEG,M1V323497P18,102180,Roy Ortego,2020-09-24,14:19:11,123,E
M1,BELEG,M1V323497P12,102187,Roy Ortego,2020-09-26,12:03:36,123,E
M1,BELEG,M1V323497P3,102195,Roy Ortego,2020-09-27,00:34:53,123,E
M1,BELEG,M1V323575P36,102202,Emilio Sones,2020-09-14,12:06:51,123,E
M1,BELEG,M1V323575P28,102209,Roy Ortego,2020-09-10,14:33:42,123,E
M1,BELEG,M1V323575P18,102217,Emilio Sones,2020-09-22,17:03:20,123,E
M1,BELEG,M1V323575P51,102224,Karri Ptacek,2020-09-10,16:14:31,123,E
M1,BELEG,M1V323575P44,102231,Roy Ortego,2020-09-21,21:43:13,123,E
M1,BELEG,M1V1056983P51,102238,Roy Ortego,2020-12-10,01:26:33,123,E
M1,BELEG,M1V323507P60,102246,Kenia Romine,2020-10-04,11:41:36,123,E
M1,BELEG,M1V1056583P51,102253,Roy Ortego,2020-12-16,10:31:16,123,E
M1,BELEG,M1V323507P80,102261,Roy Ortego,2020-10-02,14:02:32,123,E
M1,BELEG,M1V323507P70,102269,Roy Ortego,2020-10-02,00:20:30,123,E
M1,BELEG,M1V1056580P90,102276,Roy Ortego,2020-11-19,11:47:34,123,E
M1,BELEG,M1V323573P51,102284,Roy Ortego,2020-10-12,23:04:20,123,E
M1,BELEG,M1V1056965P51,102291,Roy Ortego,2020-11-27,19:50:58,123,E
M1,BELEG,M1V1056076P60,102298,Roy Ortego,2020-11-19,00:05:57,123,E
M1,BELEG,M1V1056076P51,102305,Roy Ortego,2020-11-24,15:44:36,123,E
M1,BELEG,M1V323410P180,102312,Roy Ortego,2020-09-18,11:29:37,123,E
M1,BELEG,M1V323486P51,102320,Emilio Sones,2020-10-18,11:29:22,123,E
M1,BELEG,M1V1056467P51,102327,Roy Ortego,2020-11-22,15:43:23,123,E
M1,BELEG,M1V323408P12,102334,Roy Ortego,2020-09-27,01:24:20,123,E
M1,BELEG,M1V1056059P70,102341,Roy Ortego,2020-11-24,01:30:02,123,E
M1,BELEG,M1V1056059P60,102348,Roy Ortego,2020-11-24,05:48:21,123,E
M1,BELEG,M1V1056059P51,102355,Roy Ortego,2020-11-21,10:29:19,123,E
M1,BELEG,M1V323491P3,102363,Roy Ortego,2020-09-23,08:42:48,123,E
M1,BELEG,M1V1056506P120,102370,Suellen Noecker,2020-11-20,23:54:31,123,E
M1,BELEG,M1V1056506P80,102377,Roy Ortego,2020-11-24,23:28:27,123,E
M1,BELEG,M1V1056506P51,102384,Roy Ortego,2020-12-12,14:40:14,123,E
M1,BELEG,M1V323490P1427,102391,Roy Ortego,2020-09-21,11:54:26,123,E
M1,BELEG,M1V1056526P90,102398,Roy Ortego,2020-11-19,09:58:29,123,E
M1,BELEG,M1V1056526P80,102405,Roy Ortego,2020-11-21,02:30:40,123,E
M1,BELEG,M1V1056526P70,102412,Emilio Sones,2020-11-24,02:18:26,123,E
M1,BELEG,M1V323494P2141,102420,Roy Ortego,2020-10-06,15:27:00,123,E
M1,BELEG,M1V323494P2820,102428,Roy Ortego,2020-09-25,00:58:51,123,E
M1,BELEG,M1V323494P865,102436,Roy Ortego,2020-10-02,02:36:59,123,E
M1,BELEG,M1V323489P120,102444,Roy Ortego,2020-09-25,18:04:14,123,E
M1,BELEG,M1V323489P100,102452,Roy Ortego,2020-09-16,07:52:59,123,E
M1,BELEG,M1V1054440P90,102459,Roy Ortego,2020-11-16,00:27:38,123,E
M1,BELEG,M1V1054440P80,102466,Emilio Sones,2020-11-23,14:26:44,123,E
M1,BELEG,M1V1054440P70,102473,Roy Ortego,2020-11-16,21:38:57,123,E
M1,BELEG,M1V1054435P36,102480,Roy Ortego,2020-12-04,02:10:39,123,E
M1,BELEG,M1V1054442P12,102487,Roy Ortego,2020-11-25,09:02:07,123,E
M1,BELEG,M1V1054041P51,102500,Roy Ortego,2021-01-15,04:41:28,123,E
M1,BELEG,M1V323006P28,102507,Emmie Schuldt,2020-09-12,08:10:40,123,E
M1,BELEG,M1V323005P3118,102514,Roy Ortego,2020-10-02,10:19:50,123,E
M1,BELEG,M1V1054059P110,102521,Roy Ortego,2020-11-16,23:40:52,123,E
M1,BELEG,M1V1054059P80,102528,Roy Ortego,2020-11-17,01:09:18,123,E
M1,BELEG,M1V1054059P70,102535,Suellen Noecker,2020-11-16,11:23:01,123,E
M1,BELEG,M1V1054466P3,102605,Roy Ortego,2020-11-18,17:36:19,123,E
M1,BELEG,M1V1053961P70,102612,Emilio Sones,2020-11-12,23:23:26,123,E
M1,BELEG,M1V1053978P12,102626,Roy Ortego,2020-11-24,17:42:49,123,E
M1,BELEG,M1V1055015P28,102711,Suellen Noecker,2020-11-21,19:48:20,123,E
M1,BELEG,M1V1054999P51,102760,Roy Ortego,2020-11-18,22:51:34,123,E
M1,BELEG,M1V323099P220,102816,Roy Ortego,2020-09-10,19:45:28,123,E
M1,BELEG,M1V323099P210,102823,Roy Ortego,2020-09-09,08:28:54,123,E
M1,BELEG,M1V1054977P80,102906,Roy Ortego,2020-11-24,20:53:45,123,E
M1,BELEG,M1V1054961P90,102948,Emmie Schuldt,2020-11-30,02:48:53,123,E
M1,BELEG,M1V321365P2141,103068,Roy Ortego,2020-09-14,19:07:15,123,E
M1,BELEG,M1V321229P2141,103103,Roy Ortego,2020-09-22,19:52:43,123,E
M1,BELEG,M1V1046326P70,103145,Roy Ortego,2020-10-17,11:09:52,123,E
M1,BELEG,M1V1046304P100,103173,Roy Ortego,2020-10-20,19:21:52,123,E
M1,BELEG,M1V1044805P12,103460,Roy Ortego,2020-10-08,13:12:19,123,E
M1,BELEG,M1V320882P865,103474,Roy Ortego,2020-09-21,18:05:55,123,E
M1,BELEG,M1V1044869P51,103538,Roy Ortego,2020-10-10,03:46:16,123,E
M1,BELEG,M1V1045778P51,103797,Roy Ortego,2020-10-11,06:41:06,123,E
M1,BELEG,M1V322039P3,103887,Roy Ortego,2020-09-12,03:27:21,123,E
M1,BELEG,M1V322051P70,103950,Roy Ortego,2020-09-30,00:18:40,123,E
M1,BELEG,M1V1049234P51,104006,Roy Ortego,2020-11-08,05:32:24,123,E
M1,BELEG,M1V1049227P70,104055,Roy Ortego,2020-11-13,19:18:04,123,E
M1,BELEG,M1V1050644P70,104237,Roy Ortego,2020-10-31,02:58:22,123,E
M1,BELEG,M1V1047779P230,104644,Roy Ortego,2020-10-25,09:23:46,123,E
M1,BELEG,M1V1048761P51,104875,Roy Ortego,2020-11-05,22:54:41,123,E
M1,BELEG,M1V1048680P130,104918,Kenia Romine,2020-10-31,05:45:42,123,E
M1,BELEG,M1V1048671P36,104981,Roy Ortego,2020-11-03,08:47:29,123,E
M1,BELEG,M1V1065645P28,105169,Roy Ortego,2020-12-29,03:20:16,123,E
M1,BELEG,M1V325396P12,105242,Karri Ptacek,2020-09-25,17:55:11,123,E
M1,BELEG,M1V1066123P80,105357,Roy Ortego,2020-12-21,06:14:02,123,E
M1,BELEG,M1V1066583P36,105388,Roy Ortego,2020-12-26,21:29:09,123,E
M1,BELEG,M1V1066596P140,105419,Roy Ortego,2020-12-24,18:47:59,123,E
M1,BELEG,M1V1066596P300,105450,Emilio Sones,2020-12-26,00:58:02,123,E
M1,BELEG,M1V1066158P28,105505,Roy Ortego,2021-01-05,11:19:52,123,E
M1,BELEG,M1V1066112P90,105554,Roy Ortego,2020-12-20,22:22:56,123,E
M1,BELEG,M1V1063692P110,105651,Roy Ortego,2020-12-28,13:41:58,123,E
M1,BELEG,M1V1064647P3,105815,Roy Ortego,2020-12-15,01:55:23,123,E
M1,BELEG,M1V1068639P51,105822,Suellen Noecker,2020-12-28,17:53:44,123,E
M1,BELEG,M1V326273P300,105829,Roy Ortego,2020-09-17,15:28:45,123,E
M1,BELEG,M1V326203P12,105837,Roy Ortego,2020-10-20,04:57:15,123,E
M1,BELEG,M1V1068670P190,105844,Kenia Romine,2021-01-10,18:49:54,123,E
M1,BELEG,M1V1068598P3,105852,Roy Ortego,2021-01-08,14:22:01,123,E
M1,BELEG,M1V326183P28,105860,Roy Ortego,2020-09-24,15:39:40,123,E
M1,BELEG,M1V1068589P12,105868,Roy Ortego,2020-12-26,18:04:08,123,E
M1,BELEG,M1V325874P60,105988,Emmie Schuldt,2020-09-26,10:33:06,123,E
M1,BELEG,M1V1067108P70,106002,Roy Ortego,2020-12-25,05:02:39,123,E
M1,BELEG,M1V1067695P12,106303,Roy Ortego,2021-01-01,17:09:59,123,E
M1,BELEG,M1V1067603P80,106450,Roy Ortego,2020-12-27,16:36:12,123,E
M1,BELEG,M1V1067602P70,106471,Emilio Sones,2020-12-26,12:23:22,123,E
M1,BELEG,M1V1067653P12,106549,Roy Ortego,2020-12-25,07:48:08,123,E
M1,BELEG,M1V1059021P12,106599,Suellen Noecker,2020-12-01,16:23:45,123,E
M1,BELEG,M1V1059003P44,106627,Roy Ortego,2020-12-13,07:30:18,123,E
M1,BELEG,M1V323910P36,106768,Roy Ortego,2020-09-20,06:35:20,123,E
M1,BELEG,M1V323910P28,106776,Roy Ortego,2020-09-20,23:23:30,123,E
M1,BELEG,M1V1058965P190,106832,Roy Ortego,2020-12-12,20:47:17,123,E
M1,BELEG,M1V1059543P51,107122,Emilio Sones,2020-12-04,01:02:09,123,E
M1,BELEG,M1V1059541P36,107129,Roy Ortego,2020-11-29,08:55:34,123,E
M1,BELEG,M1V1057484P51,107176,Roy Ortego,2020-11-24,06:03:36,123,E
M1,BELEG,M1V323698P12,107221,Kenia Romine,2020-10-01,11:59:57,123,E
M1,BELEG,M1V323698P3,107228,Roy Ortego,2020-09-26,03:49:48,123,E
M1,BELEG,M1V1057000P28,107291,Kenia Romine,2020-12-06,05:18:01,123,E
M1,BELEG,M1V323584P3,107334,Roy Ortego,2020-09-30,11:57:17,123,E
M1,BELEG,M1V1057044P160,107362,Roy Ortego,2020-12-05,00:09:49,123,E
M1,BELEG,M1V1058508P70,107474,Roy Ortego,2020-11-26,13:28:26,123,E
M1,BELEG,M1V1057578P28,107537,Roy Ortego,2020-11-21,11:42:55,123,E
M1,BELEG,M1V323802P28,107561,Roy Ortego,2020-09-26,13:22:47,123,E
M1,BELEG,M1V323802P18,107569,Roy Ortego,2020-10-02,23:15:57,123,E
M1,BELEG,M1V1058062P90,107584,Roy Ortego,2020-11-24,11:42:23,123,E
M1,BELEG,M1V1058024P70,107623,Emilio Sones,2020-12-08,03:30:44,123,E
M1,BELEG,M1V1062097P90,107686,Roy Ortego,2020-12-24,07:00:36,123,E
M1,BELEG,M1V324734P3,107727,Roy Ortego,2020-09-28,01:07:15,123,E
M1,BELEG,M1V1062067P28,107776,Roy Ortego,2020-12-17,15:04:21,123,E
M1,BELEG,M1V1062043P70,107837,Roy Ortego,2020-12-11,22:27:03,123,E
M1,BELEG,M1V1063157P3,107928,Roy Ortego,2020-12-18,12:29:56,123,E
M1,BELEG,M1V1063125P70,107941,Roy Ortego,2020-12-11,15:13:32,123,E
M1,BELEG,M1V1062664P36,108014,Roy Ortego,2020-12-29,12:47:59,123,E
M1,BELEG,M1V1062639P70,108051,Roy Ortego,2020-12-15,01:18:26,123,E
M1,BELEG,M1V1060558P51,108076,Roy Ortego,2020-12-21,00:35:20,123,E
M1,BELEG,M1V324262P28,108228,Suellen Noecker,2020-09-28,22:06:33,123,E
M1,BELEG,M1V1060524P28,108241,Roy Ortego,2020-12-09,09:00:56,123,E
M1,BELEG,M1V1060496P70,108296,Roy Ortego,2020-12-14,18:39:44,123,E
M1,BELEG,M1V1061522P51,108339,Roy Ortego,2020-12-07,23:28:27,123,E
M1,BELEG,M1V324627P865,108400,Roy Ortego,2020-10-26,13:01:14,123,E
M1,BELEG,M1V1061031P60,108462,Roy Ortego,2020-12-11,15:17:41,123,E
M1,BELEG,M1V299793P12,108541,Kenia Romine,2020-08-07,22:20:17,123,E
M1,BELEG,M1V299791P18,108561,Roy Ortego,2020-07-30,03:53:32,123,E
M1,BELEG,M1V375991P18,108574,Roy Ortego,2021-01-28,09:37:37,123,E
M1,BELEG,M1V376064P44,108678,Roy Ortego,2021-01-15,23:13:48,123,E
M1,BELEG,M1V376062P3,108704,Roy Ortego,2021-01-24,21:56:20,123,E
M1,BELEG,M1V376946P3,108760,Roy Ortego,2021-02-11,17:34:20,123,E
M1,BELEG,M1V376933P18,108773,Roy Ortego,2021-01-20,00:52:40,123,E
M1,BELEG,M1V374949P420,108888,Roy Ortego,2021-01-21,06:43:58,123,E
M1,BELEG,M1V374957P12,108920,Roy Ortego,2021-01-09,04:21:15,123,E
M1,BELEG,M1V374909P865,108957,Kenia Romine,2021-01-19,13:47:42,123,E
M1,BELEG,M1V374949P200,108994,Roy Ortego,2021-01-23,23:19:25,123,E
M1,BELEG,M1V375844P3,109025,Roy Ortego,2021-03-03,05:08:42,123,E
M1,BELEG,M1V375808P18,109057,Roy Ortego,2021-01-21,13:32:11,123,E
M1,BELEG,M1V375799P12,109076,Suellen Noecker,2021-01-22,09:43:43,123,E
M1,BELEG,M1V375826P3,109113,Roy Ortego,2021-02-11,04:56:55,123,E
M1,BELEG,M1V378052P18,109186,Roy Ortego,2021-01-24,11:01:31,123,E
M1,BELEG,M1V377985P36,109241,Roy Ortego,2021-02-02,21:53:35,123,E
M1,BELEG,M1V377186P60,109278,Roy Ortego,2021-01-14,17:45:10,123,E
M1,BELEG,M1V377998P18,109297,Roy Ortego,2021-01-31,04:27:04,123,E
M1,BELEG,M1V378164P28,109370,Roy Ortego,2021-02-01,14:52:48,123,E
M1,BELEG,M1V378078P3,109389,Roy Ortego,2021-01-14,20:29:50,123,E
M1,BELEG,M1V378121P18,109408,Roy Ortego,2021-02-06,05:19:31,123,E
M1,BELEG,M1V377047P44,109458,Roy Ortego,2021-02-03,21:07:06,123,E
M1,BELEG,M1V377076P3,109501,Roy Ortego,2021-01-14,07:26:19,123,E
M1,BELEG,M1V377058P18,109515,Roy Ortego,2021-01-15,06:41:39,123,E
M1,BELEG,M1V376985P3,109540,Roy Ortego,2021-01-14,00:42:43,123,E
M1,BELEG,M1V377017P36,109560,Roy Ortego,2021-01-18,08:08:24,123,E
M1,BELEG,M1V377126P3,109723,Roy Ortego,2021-01-11,03:21:06,123,E
M1,BELEG,M1V299456P12,109868,Roy Ortego,2020-07-31,05:02:33,123,E
M1,BELEG,M1V372804P3,109947,Roy Ortego,2021-01-26,23:07:33,123,E
M1,BELEG,M1V371652P4798,110027,Roy Ortego,2021-01-31,15:29:57,123,E
M1,BELEG,M1V371760P18,110148,Roy Ortego,2021-01-05,21:47:20,123,E
M1,BELEG,M1V373917P12,110353,Karri Ptacek,2021-01-10,02:48:05,123,E
M1,BELEG,M1V373928P44,110438,Roy Ortego,2021-01-21,08:59:14,123,E
M1,BELEG,M1V374888P540,110535,Roy Ortego,2021-01-29,00:24:46,123,E
M1,BELEG,M1V374888P440,110590,Roy Ortego,2021-01-20,23:53:02,123,E
M1,BELEG,M1V374828P90,110652,Emmie Schuldt,2021-01-24,07:24:56,123,E
M1,BELEG,M1V374858P3,110684,Kenia Romine,2021-01-30,04:17:10,123,E
M1,BELEG,M1V373748P3423,110770,Roy Ortego,2021-02-07,17:03:30,123,E
M1,BELEG,M1V373747P60,110789,Roy Ortego,2021-02-01,08:32:19,123,E
M1,BELEG,M1V373763P12,110851,Roy Ortego,2021-01-30,09:11:29,123,E
M1,BELEG,M1V373710P28,110870,Roy Ortego,2021-01-23,02:19:44,123,E
M1,BELEG,M1V373894P70,111016,Roy Ortego,2021-01-28,06:46:52,123,E
M1,BELEG,M1V382694P36,111102,Roy Ortego,2021-02-20,23:18:16,123,E
M1,BELEG,M1V383613P60,111128,Roy Ortego,2021-02-26,04:13:19,123,E
M1,BELEG,M1V383697P3,111202,Roy Ortego,2021-01-30,03:31:48,123,E
M1,BELEG,M1V383679P18,111209,Roy Ortego,2021-02-05,11:57:34,123,E
M1,BELEG,M1V383638P51,111247,Suellen Noecker,2021-01-27,23:05:24,123,E
M1,BELEG,M1V383640P12,111261,Roy Ortego,2021-02-08,14:00:03,123,E
M1,BELEG,M1V382468P12,111364,Suellen Noecker,2021-02-05,07:34:36,123,E
M1,BELEG,M1V382475P3,111383,Emilio Sones,2021-02-20,20:19:27,123,E
M1,BELEG,M1V381584P2141,111487,Roy Ortego,2021-01-24,12:09:11,123,E
M1,BELEG,M1V382569P70,111633,Roy Ortego,2021-02-03,23:03:50,123,E
M1,BELEG,M1V300395P12,111682,Suellen Noecker,2020-08-09,11:00:10,123,E
M1,BELEG,M1V382544P36,111714,Emilio Sones,2021-02-18,17:13:23,123,E
M1,BELEG,M1V382549P3,111739,Roy Ortego,2021-01-31,11:26:27,123,E
M1,BELEG,M1V384910P60,111765,Roy Ortego,2021-02-07,14:29:25,123,E
M1,BELEG,M1V384906P2141,111809,Roy Ortego,2021-02-22,13:01:26,123,E
M1,BELEG,M1V384843P4964,111829,Kenia Romine,2021-03-08,23:34:40,123,E
M1,BELEG,M1V385923P18,111914,Roy Ortego,2021-03-16,06:40:29,123,E
M1,BELEG,M1V385007P865,111927,Roy Ortego,2021-02-15,23:47:16,123,E
M1,BELEG,M1V1688P2141,111953,Roy Ortego,2020-09-05,02:29:23,123,E
M1,BELEG,M1V384966P1427,111984,Karri Ptacek,2021-02-17,03:56:11,123,E
M1,BELEG,M1V383798P3,112034,Kenia Romine,2021-03-08,02:17:59,123,E
M1,BELEG,M1V383739P18,112095,Roy Ortego,2021-03-09,10:15:59,123,E
M1,BELEG,M1V383736P3,112108,Roy Ortego,2021-03-05,15:15:26,123,E
M1,BELEG,M1V383756P3,112139,Roy Ortego,2021-02-04,22:23:40,123,E
M1,BELEG,M1V384804P3,112243,Emilio Sones,2021-02-03,02:49:06,123,E
M1,BELEG,M1V383868P3,112257,Karri Ptacek,2021-02-16,14:26:09,123,E
M1,BELEG,M1V379364P3,112306,Karri Ptacek,2021-03-01,00:09:18,123,E
M1,BELEG,M1V379356P28,112332,Kenia Romine,2021-02-25,01:14:34,123,E
M1,BELEG,M1V379374P28,112394,Roy Ortego,2021-01-19,02:13:11,123,E
M1,BELEG,M1V380258P60,112564,Roy Ortego,2021-02-22,08:35:06,123,E
M1,BELEG,M1V380244P18,112631,Kenia Romine,2021-02-12,09:41:36,123,E
M1,BELEG,M1V378199P18,112711,Suellen Noecker,2021-01-29,15:27:53,123,E
M1,BELEG,M1V378202P1427,112725,Roy Ortego,2021-01-29,20:06:52,123,E
M1,BELEG,M1V378211P44,112805,Roy Ortego,2021-02-16,14:59:01,123,E
M1,BELEG,M1V379246P4798,112843,Roy Ortego,2021-01-26,03:23:52,123,E
M1,BELEG,M1V379200P18,112905,Roy Ortego,2021-02-19,16:00:47,123,E
M1,BELEG,M1V379225P44,112943,Roy Ortego,2021-01-17,07:55:32,123,E
M1,BELEG,M1V379220P3118,113010,Roy Ortego,2021-02-07,14:42:17,123,E
M1,BELEG,M1V381364P28,113066,Emilio Sones,2021-01-27,08:03:35,123,E
M1,BELEG,M1V381348P36,113086,Roy Ortego,2021-02-17,01:39:50,123,E
M1,BELEG,M1V381389P12,113112,Roy Ortego,2021-02-23,06:06:55,123,E
M1,BELEG,M1V381393P51,113156,Emmie Schuldt,2021-02-12,02:18:54,123,E
M1,BELEG,M1V380394P110,113415,Roy Ortego,2021-01-18,19:54:05,123,E
M1,BELEG,M1V380394P18,113470,Roy Ortego,2021-01-20,09:40:26,123,E
M1,BELEG,M1V380324P18,113520,Roy Ortego,2021-03-06,08:03:06,123,E
M1,BELEG,M1V380460P12,113629,Roy Ortego,2021-02-18,06:10:44,123,E
M1,BELEG,M1V380447P12,113661,Roy Ortego,2021-02-03,04:36:40,123,E
M1,BELEG,M1V363578P80,113693,Roy Ortego,2020-12-25,06:37:50,123,E
M1,BELEG,M1V362709P2141,113748,Roy Ortego,2020-12-24,17:39:42,123,E
